title,studio,domestic_gross,foreign_gross,year,movie_id,primary_title,original_title,start_year,runtime_minutes,genres,movie_id,averagerating,numvotes
Tees Maar Khan,UTV,1100000.0,1400000,2010,tt1572311,Tees Maar Khan,Tees Maar Khan,2010,135.0,"Comedy,Crime",tt1572311,2.6,10122
Housefull,Eros,1200000.0,1200000,2010,tt1573072,Housefull,Housefull,2010,144.0,Comedy,tt1573072,5.5,11089
Housefull,Eros,1200000.0,1200000,2010,tt4991978,Housefull,Housefull,2013,,Family,tt4991978,3.9,8
Golmaal 3,Eros,1100000.0,935000,2010,tt1562859,Golmaal 3,Golmaal 3,2010,155.0,"Action,Comedy",tt1562859,5.4,6616
Cairo Time,IFC,1600000.0,391000,2010,tt4370382,Cairo Time,Cairo Time,2014,110.0,"Comedy,Drama,Romance",tt4370382,6.1,167
Flipped,WB,1800000.0,,2010,tt0817177,Flipped,Flipped,2010,90.0,"Comedy,Drama,Romance",tt0817177,7.7,74937
Flipped,WB,1800000.0,,2010,tt2388050,Flipped,Flipped,2015,90.0,"Drama,Thriller",tt2388050,6.0,440
Guzaarish,UTV,1000000.0,695000,2010,tt1438298,Guzaarish,Guzaarish,2010,126.0,Drama,tt1438298,7.5,15402
Anjaana Anjaani,Eros,855000.0,761000,2010,tt1499201,Anjaana Anjaani,Anjaana Anjaani,2010,151.0,"Comedy,Drama,Musical",tt1499201,5.8,5533
Restrepo,NGE,1300000.0,105000,2010,tt1559549,Restrepo,Restrepo,2010,93.0,"Documentary,War",tt1559549,7.5,20691
Raavan,Relbig.,709000.0,648000,2010,tt1334470,Raavan,Raavan,2010,130.0,"Action,Adventure,Crime",tt1334470,5.4,3847
It's a Wonderful Afterlife,UTV,,1300000,2010,tt1319716,It's a Wonderful Afterlife,It's a Wonderful Afterlife,2010,100.0,"Comedy,Drama,Fantasy",tt1319716,5.4,1361
Howl,Osci.,617000.0,566000,2010,tt1049402,Howl,Howl,2010,84.0,"Biography,Drama,Romance",tt1049402,6.8,12096
Howl,Osci.,617000.0,566000,2010,tt2393827,Howl,Howl,2015,89.0,"Action,Fantasy,Horror",tt2393827,5.3,9732
Casino Jack,ATO,1000000.0,40700,2010,tt1194417,Casino Jack,Casino Jack,2010,108.0,"Biography,Comedy,Crime",tt1194417,6.2,16191
Leaving,IFC,176000.0,893000,2010,tt1464251,Leaving,Odcházení,2011,94.0,"Comedy,Drama",tt1464251,6.0,202
Khatta Meetha,Eros,542000.0,499000,2010,tt1455811,Khatta Meetha,Khatta Meetha,2010,157.0,"Comedy,Crime,Drama",tt1455811,5.8,8448
We Are Family,UTV,638000.0,393000,2010,tt1428459,We Are Family,We Are Family,2010,115.0,"Drama,Family",tt1428459,5.6,2614
We Are Family,UTV,638000.0,393000,2010,tt1496040,We Are Family,We Are Family,2017,,"Comedy,Drama",tt1496040,2.6,30
We Are Family,UTV,638000.0,393000,2010,tt1714920,We Are Family,Moya bezumnaya semya,2012,100.0,Comedy,tt1714920,5.0,259
We Are Family,UTV,638000.0,393000,2010,tt4926822,We Are Family,C'est quoi cette famille?!,2016,99.0,Comedy,tt4926822,6.1,712
We Are Family,UTV,638000.0,393000,2010,tt4956994,We Are Family,Wo men quan jia bu tai shu,2015,,"Comedy,Drama,Family",tt4956994,4.9,26
Break Ke Baad,Relbig.,428000.0,389000,2010,tt1578261,Break Ke Baad,Break Ke Baad,2010,118.0,"Comedy,Drama,Romance",tt1578261,5.2,3651
No Problem,Eros,285000.0,369000,2010,tt1431122,No Problem,No Problem,2010,139.0,"Action,Comedy,Crime",tt1431122,4.2,1880
All Good Things,Magn.,582000.0,62500,2010,tt1175709,All Good Things,All Good Things,2010,101.0,"Crime,Drama,Mystery",tt1175709,6.3,49684
Jack Goes Boating,Over.,542000.0,77600,2010,tt1278379,Jack Goes Boating,Jack Goes Boating,2010,91.0,"Drama,Romance",tt1278379,6.4,7644
Holy Rollers,FInd.,303000.0,305000,2010,tt1143896,Holy Rollers,Holy Rollers,2010,89.0,"Biography,Crime,Drama",tt1143896,5.9,4664
I Spit on Your Grave,Anch.,93100.0,480000,2010,tt1242432,I Spit on Your Grave,I Spit on Your Grave,2010,108.0,"Horror,Thriller",tt1242432,6.3,68592
I'm Still Here,Magn.,409000.0,160000,2010,tt1356864,I'm Still Here,I'm Still Here,2010,108.0,"Comedy,Drama,Music",tt1356864,6.2,18606
I'm Still Here,Magn.,409000.0,160000,2010,tt1701997,I'm Still Here,I'm Still Here,2010,60.0,,tt1701997,7.1,14
I'm Still Here,Magn.,409000.0,160000,2010,tt2636364,I'm Still Here,I'm Still Here,2013,120.0,"Drama,Romance,Thriller",tt2636364,7.0,1127
The Extra Man,Magn.,453000.0,4500,2010,tt1361313,The Extra Man,The Extra Man,2010,108.0,Comedy,tt1361313,5.9,4580
Tiny Furniture,IFC,392000.0,,2010,tt1570989,Tiny Furniture,Tiny Furniture,2010,98.0,"Comedy,Drama,Romance",tt1570989,6.2,13397
The Tempest,Mira.,278000.0,68700,2010,tt1274300,The Tempest,The Tempest,2010,110.0,"Comedy,Drama,Fantasy",tt1274300,5.4,7073
The Tempest,Mira.,278000.0,68700,2010,tt1683003,The Tempest,The Tempest,2010,131.0,Drama,tt1683003,7.8,94
The Tempest,Mira.,278000.0,68700,2010,tt3840898,The Tempest,The Tempest,2014,169.0,"Comedy,Drama",tt3840898,8.5,171
Red Hill,Strand,21100.0,300000,2010,tt1530983,Red Hill,Red Hill,2010,95.0,"Thriller,Western",tt1530983,6.4,7874
Welcome to the Rileys,Gold.,159000.0,158000,2010,tt1183923,Welcome to the Rileys,Welcome to the Rileys,2010,110.0,Drama,tt1183923,7.0,22210
The Girl on the Train,Strand,208000.0,97100,2010,tt2387589,The Girl on the Train,The Girl on the Train,2013,80.0,Thriller,tt2387589,4.4,819
The Girl on the Train,Strand,208000.0,97100,2010,tt3631112,The Girl on the Train,The Girl on the Train,2016,112.0,"Crime,Drama,Mystery",tt3631112,6.5,150977
Karthik Calling Karthik,Eros,286000.0,7100,2010,tt1373156,Karthik Calling Karthik,Karthik Calling Karthik,2010,135.0,"Drama,Mystery,Thriller",tt1373156,7.0,9257
Eyes Wide Open,NAV,26300.0,250000,2010,tt1692325,Eyes Wide Open,Eyes Wide Open,2010,110.0,"Documentary,History",tt1692325,8.7,17
Waste Land,Arth.,188000.0,88700,2010,tt1268204,Waste Land,Waste Land,2010,99.0,Documentary,tt1268204,7.9,8007
Waste Land,Arth.,188000.0,88700,2010,tt2294939,Waste Land,Waste Land,2014,97.0,"Drama,Thriller",tt2294939,5.5,257
Chance Pe Dance,UTV,169000.0,24300,2010,tt1392744,Chance Pe Dance,Chance Pe Dance,2010,122.0,"Comedy,Drama,Musical",tt1392744,4.7,2501
Client 9: The Rise and Fall of Eliot Spitzer,Magn.,189000.0,3500,2010,tt1638362,Client 9: The Rise and Fall of Eliot Spitzer,Client 9: The Rise and Fall of Eliot Spitzer,2010,117.0,Documentary,tt1638362,7.4,2097
Casino Jack and the United States of Money,Magn.,177000.0,,2010,tt1540814,Casino Jack and the United States of Money,Casino Jack and the United States of Money,2010,118.0,Documentary,tt1540814,7.1,1522
The Romantics,FOAK,107000.0,17300,2010,tt1403988,The Romantics,The Romantics,2010,95.0,"Comedy,Drama,Romance",tt1403988,5.1,11069
Celine: Through the Eyes of the World,Sony,,119000,2010,tt1570982,Celine: Through the Eyes of the World,Celine: Through the Eyes of the World,2010,120.0,"Documentary,Music",tt1570982,7.9,349
Freakonomics,Magn.,101000.0,16400,2010,tt1152822,Freakonomics,Freakonomics,2010,93.0,Documentary,tt1152822,6.4,6466
Band Baaja Baaraat,Yash,43800.0,60700,2010,tt1610452,Band Baaja Baaraat,Band Baaja Baaraat,2010,139.0,"Comedy,Drama,Romance",tt1610452,7.2,13832
White Lion,Scre.,,99600,2010,tt1618421,White Lion,White Lion,2010,88.0,"Drama,Family",tt1618421,6.7,828
As Good as Dead,First,2000.0,53600,2010,tt1294136,As Good as Dead,As Good as Dead,2010,100.0,"Crime,Thriller",tt1294136,5.2,1441
Inhale,IFC,4100.0,51000,2010,tt1196340,Inhale,Inhale,2010,83.0,"Drama,Thriller",tt1196340,6.6,6006
GasLand,WOW,30800.0,18600,2010,tt1558250,GasLand,GasLand,2010,107.0,Documentary,tt1558250,7.7,9940
Bluebeard,Strand,33500.0,5200,2010,tt2442772,Bluebeard,Barbazul,2012,98.0,Horror,tt2442772,6.1,19
Bluebeard,Strand,33500.0,5200,2010,tt6599340,Bluebeard,Haebing,2017,117.0,Thriller,tt6599340,6.4,1269
The Taqwacores,Strand,11400.0,,2010,tt1308165,The Taqwacores,The Taqwacores,2010,83.0,"Drama,Music",tt1308165,6.1,506
Cherry,Abr.,11400.0,,2010,tt1315350,Cherry,Cherry,2010,99.0,"Comedy,Drama",tt1315350,6.8,4158
Transformers: Dark of the Moon,P/DW,352400000.0,771400000,2011,tt1399103,Transformers: Dark of the Moon,Transformers: Dark of the Moon,2011,154.0,"Action,Adventure,Sci-Fi",tt1399103,6.2,366409
Pirates of the Caribbean: On Stranger Tides,BV,241100000.0,804600000,2011,tt1298650,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: On Stranger Tides,2011,136.0,"Action,Adventure,Fantasy",tt1298650,6.6,447624
Mission: Impossible - Ghost Protocol,Par.,209400000.0,485300000,2011,tt1229238,Mission: Impossible - Ghost Protocol,Mission: Impossible - Ghost Protocol,2011,132.0,"Action,Adventure,Thriller",tt1229238,7.4,428142
Kung Fu Panda 2,P/DW,165200000.0,500400000,2011,tt1302011,Kung Fu Panda 2,Kung Fu Panda 2,2011,90.0,"Action,Adventure,Animation",tt1302011,7.2,228465
Fast Five,Uni.,209800000.0,416300000,2011,tt1596343,Fast Five,Fast Five,2011,130.0,"Action,Crime,Thriller",tt1596343,7.3,329892
The Hangover Part II,WB,254500000.0,332300000,2011,tt1411697,The Hangover Part II,The Hangover Part II,2011,102.0,"Comedy,Mystery",tt1411697,6.5,432800
The Smurfs,Sony,142600000.0,421100000,2011,tt0472181,The Smurfs,The Smurfs,2011,103.0,"Adventure,Animation,Comedy",tt0472181,5.5,77577
Cars 2,BV,191500000.0,370700000,2011,tt1216475,Cars 2,Cars 2,2011,106.0,"Adventure,Animation,Comedy",tt1216475,6.2,138914
Puss in Boots,P/DW,149300000.0,405700000,2011,tt0448694,Puss in Boots,Puss in Boots,2011,90.0,"Action,Adventure,Animation",tt0448694,6.6,133355
Sherlock Holmes: A Game of Shadows,WB,186800000.0,358600000,2011,tt1515091,Sherlock Holmes: A Game of Shadows,Sherlock Holmes: A Game of Shadows,2011,129.0,"Action,Adventure,Crime",tt1515091,7.5,394189
Rio,Fox,143600000.0,341000000,2011,tt1436562,Rio,Rio,2011,96.0,"Adventure,Animation,Comedy",tt1436562,6.9,191621
Rio,Fox,143600000.0,341000000,2011,tt2614250,Rio,Rio,2012,90.0,Documentary,tt2614250,8.3,14
Rio,Fox,143600000.0,341000000,2011,tt5734820,Rio,Rio,2017,87.0,Drama,tt5734820,2.6,7
Rise of the Planet of the Apes,Fox,176800000.0,305000000,2011,tt1318514,Rise of the Planet of the Apes,Rise of the Planet of the Apes,2011,105.0,"Action,Drama,Sci-Fi",tt1318514,7.6,473020
Thor,Par.,181000000.0,268300000,2011,tt0800369,Thor,Thor,2011,115.0,"Action,Adventure,Fantasy",tt0800369,7.0,683264
The Adventures of Tintin,Par.,77600000.0,296400000,2011,tt0983193,The Adventures of Tintin,The Adventures of Tintin,2011,107.0,"Action,Adventure,Animation",tt0983193,7.3,202430
Captain America: The First Avenger,Par.,176700000.0,193900000,2011,tt0458339,Captain America: The First Avenger,Captain America: The First Avenger,2011,124.0,"Action,Adventure,Sci-Fi",tt0458339,6.9,668137
X-Men: First Class,Fox,146400000.0,207200000,2011,tt1270798,X-Men: First Class,X: First Class,2011,131.0,"Action,Adventure,Sci-Fi",tt1270798,7.7,608930
Alvin and the Chipmunks: Chipwrecked,Fox,133100000.0,209600000,2011,tt1615918,Alvin and the Chipmunks: Chipwrecked,Alvin and the Chipmunks: Chipwrecked,2011,87.0,"Adventure,Animation,Comedy",tt1615918,4.4,28158
Real Steel,BV,85500000.0,213800000,2011,tt0433035,Real Steel,Real Steel,2011,127.0,"Action,Drama,Family",tt0433035,7.1,283534
Bridesmaids,Uni.,169100000.0,119300000,2011,tt1478338,Bridesmaids,Bridesmaids,2011,125.0,"Comedy,Romance",tt1478338,6.8,249501
Super 8,Par.,127000000.0,133100000,2011,tt1650062,Super 8,Super 8,2011,112.0,"Mystery,Sci-Fi,Thriller",tt1650062,7.0,320575
Rango,Par.,123500000.0,122200000,2011,tt1192628,Rango,Rango,2011,107.0,"Adventure,Animation,Comedy",tt1192628,7.2,215761
The Green Hornet,Sony,98800000.0,129000000,2011,tt0990407,The Green Hornet,The Green Hornet,2011,119.0,"Action,Comedy,Crime",tt0990407,5.8,148622
Immortals,Rela.,83500000.0,143400000,2011,tt1253864,Immortals,Immortals,2011,110.0,"Action,Drama,Fantasy",tt1253864,6.0,152992
Green Lantern,WB,116600000.0,103300000,2011,tt1133985,Green Lantern,Green Lantern,2011,114.0,"Action,Adventure,Sci-Fi",tt1133985,5.5,252281
The Help,BV,169700000.0,46900000,2011,tt1454029,The Help,The Help,2011,146.0,Drama,tt1454029,8.1,392699
Bad Teacher,Sony,100300000.0,115900000,2011,tt1284575,Bad Teacher,Bad Teacher,2011,92.0,"Comedy,Romance",tt1284575,5.7,181189
Horrible Bosses,WB (NL),117500000.0,92100000,2011,tt1499658,Horrible Bosses,Horrible Bosses,2011,98.0,"Comedy,Crime",tt1499658,6.9,398695
Paranormal Activity 3,Par.,104000000.0,103000000,2011,tt1778304,Paranormal Activity 3,Paranormal Activity 3,2011,83.0,"Horror,Mystery,Thriller",tt1778304,5.8,85689
Mr. Popper's Penguins,Fox,68200000.0,119100000,2011,tt1396218,Mr. Popper's Penguins,Mr. Popper's Penguins,2011,94.0,"Comedy,Family,Fantasy",tt1396218,6.0,80540
Hugo,Par.,73900000.0,111900000,2011,tt0970179,Hugo,Hugo,2011,126.0,"Adventure,Drama,Family",tt0970179,7.5,284869
Hugo,Par.,73900000.0,111900000,2011,tt7496196,Hugo,Hugo,2017,80.0,Documentary,tt7496196,7.9,11
Hop,Uni.,108100000.0,75900000,2011,tt1411704,Hop,Hop,2011,95.0,"Adventure,Animation,Comedy",tt1411704,5.4,28893
War Horse,BV,79900000.0,97700000,2011,tt1568911,War Horse,War Horse,2011,146.0,"Drama,History,War",tt1568911,7.2,136447
War Horse,BV,79900000.0,97700000,2011,tt3313072,War Horse,National Theatre Live: War Horse,2014,,Drama,tt3313072,8.6,143
The Descendants,FoxS,82600000.0,94700000,2011,tt1033575,The Descendants,The Descendants,2011,115.0,"Comedy,Drama",tt1033575,7.3,223464
The Descendants,FoxS,82600000.0,94700000,2011,tt5838908,The Descendants,The Descendants,2015,80.0,Drama,tt5838908,7.5,12
Cowboys & Aliens,Uni.,100200000.0,74600000,2011,tt0409847,Cowboys & Aliens,Cowboys & Aliens,2011,119.0,"Action,Sci-Fi,Thriller",tt0409847,6.0,195889
In Time,Fox,37500000.0,136400000,2011,tt1637688,In Time,In Time,2011,109.0,"Action,Crime,Drama",tt1637688,6.7,346077
Zookeeper,Sony,80400000.0,89500000,2011,tt1222817,Zookeeper,Zookeeper,2011,102.0,"Comedy,Family,Romance",tt1222817,5.2,52396
The Muppets,BV,88600000.0,76600000,2011,tt1204342,The Muppets,The Muppets,2011,103.0,"Adventure,Comedy,Family",tt1204342,7.1,82752
Limitless,Rela.,79200000.0,82600000,2011,tt1219289,Limitless,Limitless,2011,105.0,"Mystery,Sci-Fi,Thriller",tt1219289,7.4,492490
Limitless,Rela.,79200000.0,82600000,2011,tt4597838,Limitless,Limitless,2015,3.0,"Biography,Documentary",tt4597838,6.7,10
Limitless,Rela.,79200000.0,82600000,2011,tt6084030,Limitless,Limitless,2017,57.0,Documentary,tt6084030,3.9,8
Johnny English Reborn,Uni.,8300000.0,151800000,2011,tt1634122,Johnny English Reborn,Johnny English Reborn,2011,101.0,"Action,Adventure,Comedy",tt1634122,6.3,110824
Final Destination 5,WB (NL),42600000.0,115300000,2011,tt1622979,Final Destination 5,Final Destination 5,2011,92.0,Horror,tt1622979,5.9,98061
Tower Heist,Uni.,78000000.0,74900000,2011,tt0471042,Tower Heist,Tower Heist,2011,104.0,"Action,Comedy,Crime",tt0471042,6.2,125102
Midnight in Paris,SPC,56800000.0,94300000,2011,tt1605783,Midnight in Paris,Midnight in Paris,2011,94.0,"Comedy,Fantasy,Romance",tt1605783,7.7,356500
Happy Feet Two,WB,64000000.0,86400000,2011,tt1402488,Happy Feet Two,Happy Feet Two,2011,100.0,"Adventure,Animation,Comedy",tt1402488,5.9,38396
I Am Number Four,BV,55100000.0,94800000,2011,tt1464540,I Am Number Four,I Am Number Four,2011,111.0,"Action,Adventure,Sci-Fi",tt1464540,6.1,217762
Jack and Jill,Sony,74200000.0,75500000,2011,tt0810913,Jack and Jill,Jack and Jill,2011,91.0,Comedy,tt0810913,3.3,71361
Friends with Benefits,SGem,55800000.0,93700000,2011,tt1632708,Friends with Benefits,Friends with Benefits,2011,109.0,"Comedy,Romance",tt1632708,6.6,317338
No Strings Attached,Par.,70700000.0,78600000,2011,tt1411238,No Strings Attached,No Strings Attached,2011,108.0,"Comedy,Romance",tt1411238,6.2,197663
Arthur Christmas,Sony,46500000.0,101000000,2011,tt1430607,Arthur Christmas,Arthur Christmas,2011,97.0,"Adventure,Animation,Comedy",tt1430607,7.1,45439
Source Code,Sum.,54700000.0,92600000,2011,tt0945513,Source Code,Source Code,2011,93.0,"Action,Drama,Sci-Fi",tt0945513,7.5,452036
"Crazy, Stupid, Love.",WB,84400000.0,58500000,2011,tt1570728,"Crazy, Stupid, Love.","Crazy, Stupid, Love.",2011,118.0,"Comedy,Drama,Romance",tt1570728,7.4,436830
New Year's Eve,WB (NL),54500000.0,87500000,2011,tt1598822,New Year's Eve,New Year's Eve,2011,113.0,"Comedy,Romance",tt1598822,5.7,76656
Contagion,WB,75700000.0,59800000,2011,tt1598778,Contagion,Contagion,2011,106.0,"Action,Drama,Thriller",tt1598778,6.6,201536
The Artist,Wein.,44700000.0,88800000,2011,tt1655442,The Artist,The Artist,2011,100.0,"Comedy,Drama,Romance",tt1655442,7.9,217184
The Artist,Wein.,44700000.0,88800000,2011,tt1825978,The Artist,The Artist,2011,100.0,Thriller,tt1825978,6.8,6
Unknown,WB,63700000.0,67099999,2011,tt1401152,Unknown,Unknown,2011,113.0,"Action,Mystery,Thriller",tt1401152,6.9,235167
Unknown,WB,63700000.0,67099999,2011,tt2402731,Unknown,Unknown,2012,96.0,Drama,tt2402731,6.9,14
The Adjustment Bureau,Uni.,62500000.0,65400000,2011,tt1385826,The Adjustment Bureau,The Adjustment Bureau,2011,106.0,"Romance,Sci-Fi,Thriller",tt1385826,7.1,227616
We Bought a Zoo,Fox,75600000.0,44500000,2011,tt1389137,We Bought a Zoo,We Bought a Zoo,2011,124.0,"Comedy,Drama,Family",tt1389137,7.1,126849
Water for Elephants,Fox,58700000.0,58400000,2011,tt1067583,Water for Elephants,Water for Elephants,2011,120.0,"Drama,Romance",tt1067583,6.9,105812
The Iron Lady,Wein.,30000000.0,84900000,2011,tt1007029,The Iron Lady,The Iron Lady,2011,105.0,"Biography,Drama",tt1007029,6.4,96066
Moneyball,Sony,75600000.0,34600000,2011,tt1210166,Moneyball,Moneyball,2011,133.0,"Biography,Drama,Sport",tt1210166,7.6,326657
Sanctum,Uni.,23200000.0,85400000,2011,tt0881320,Sanctum,Sanctum,2011,108.0,"Adventure,Drama,Thriller",tt0881320,5.9,51318
Justin Bieber: Never Say Never,Par.,73000000.0,26000000,2011,tt1702443,Justin Bieber: Never Say Never,Justin Bieber: Never Say Never,2011,105.0,"Documentary,Music",tt1702443,1.6,74978
Paul,Uni.,37400000.0,60600000,2011,tt1092026,Paul,Paul,2011,104.0,"Adventure,Comedy,Sci-Fi",tt1092026,7.0,220567
Paul,Uni.,37400000.0,60600000,2011,tt5132504,Paul,Paul,2016,71.0,Drama,tt5132504,4.8,6
Scream 4,W/Dim.,38200000.0,59000000,2011,tt1262416,Scream 4,Scream 4,2011,111.0,"Horror,Mystery",tt1262416,6.2,118779
Insidious,FD,54000000.0,43000000,2011,tt1591095,Insidious,Insidious,2010,103.0,"Horror,Mystery,Thriller",tt1591095,6.9,254197
The Rite,WB (NL),33000000.0,63000000,2011,tt1161864,The Rite,The Rite,2011,114.0,"Drama,Horror,Mystery",tt1161864,6.0,85604
Dolphin Tale,WB,72300000.0,23100000,2011,tt1564349,Dolphin Tale,Dolphin Tale,2011,113.0,"Drama,Family",tt1564349,6.9,20746
Season of the Witch,Rela.,24800000.0,66800000,2011,tt0479997,Season of the Witch,Season of the Witch,2011,95.0,"Action,Adventure,Fantasy",tt0479997,5.4,85777
Sucker Punch,WB,36400000.0,53400000,2011,tt0978764,Sucker Punch,Sucker Punch,2011,110.0,"Action,Adventure,Fantasy",tt0978764,6.1,218371
Red Riding Hood,WB,37700000.0,51500000,2011,tt1486185,Red Riding Hood,Red Riding Hood,2011,100.0,"Fantasy,Horror,Mystery",tt1486185,5.5,102369
J. Edgar,WB,37300000.0,47600000,2011,tt1616195,J. Edgar,J. Edgar,2011,137.0,"Biography,Crime,Drama",tt1616195,6.6,115925
Hall Pass,WB (NL),45100000.0,38100000,2011,tt0480687,Hall Pass,Hall Pass,2011,105.0,"Comedy,Romance",tt0480687,5.9,113775
"Big Mommas: Like Father, Like Son",Fox,37900000.0,44800000,2011,tt1464174,"Big Mommas: Like Father, Like Son","Big Mommas: Like Father, Like Son",2011,107.0,"Action,Comedy,Crime",tt1464174,4.4,23520
Abduction,LGF,28100000.0,54000000,2011,tt1600195,Abduction,Abduction,2011,106.0,"Action,Mystery,Thriller",tt1600195,5.1,72552
Abduction,LGF,28100000.0,54000000,2011,tt2447982,Abduction,Abduction,2011,84.0,"Horror,Thriller",tt2447982,5.2,10
Abduction,LGF,28100000.0,54000000,2011,tt5943940,Abduction,Abduction,2017,90.0,"Action,Comedy,Drama",tt5943940,3.0,60
Abduction,LGF,28100000.0,54000000,2011,tt7867360,Abduction,Abduction,2019,106.0,"Action,Sci-Fi",tt7867360,6.1,1592
Priest,SGem,29100000.0,49200000,2011,tt0822847,Priest,Priest,2011,87.0,"Action,Adventure,Fantasy",tt0822847,5.7,108320
The Mechanic,CBS,29100000.0,47000000,2011,tt0472399,The Mechanic,The Mechanic,2011,93.0,"Action,Crime,Thriller",tt0472399,6.6,141254
The Ides of March,Sony,41000000.0,35000000,2011,tt1124035,The Ides of March,The Ides of March,2011,101.0,"Drama,Thriller",tt1124035,7.1,207417
The Change-Up,Uni.,37100000.0,38400000,2011,tt1488555,The Change-Up,The Change-Up,2011,112.0,"Comedy,Fantasy",tt1488555,6.3,155374
The Lincoln Lawyer,LGF,58000000.0,17000000,2011,tt1189340,The Lincoln Lawyer,The Lincoln Lawyer,2011,118.0,"Crime,Drama,Thriller",tt1189340,7.3,196109
Diary of a Wimpy Kid: Rodrick Rules,Fox,52700000.0,19700000,2011,tt1650043,Diary of a Wimpy Kid: Rodrick Rules,Diary of a Wimpy Kid: Rodrick Rules,2011,99.0,"Comedy,Family",tt1650043,6.6,23135
Larry Crowne,Uni.,35600000.0,36400000,2011,tt1583420,Larry Crowne,Larry Crowne,2011,98.0,"Comedy,Drama,Romance",tt1583420,6.1,58927
The Dilemma,Uni.,48500000.0,21200000,2011,tt1578275,The Dilemma,The Dilemma,2011,111.0,"Comedy,Drama",tt1578275,5.3,48148
The Darkest Hour,Sum.,21400000.0,43200000,2011,tt1093357,The Darkest Hour,The Darkest Hour,2011,89.0,"Action,Adventure,Horror",tt1093357,4.9,55071
The Darkest Hour,Sum.,21400000.0,43200000,2011,tt4249090,The Darkest Hour,The Darkest Hour,2014,52.0,"Documentary,News",tt4249090,6.4,8
Hanna,Focus,40300000.0,23500000,2011,tt0993842,Hanna,Hanna,2011,111.0,"Action,Drama,Thriller",tt0993842,6.8,179178
Elite Squad: The Enemy Within,Vari.,100000.0,62900000,2011,tt1555149,Elite Squad: The Enemy Within,Tropa de Elite 2: O Inimigo Agora é Outro,2010,115.0,"Action,Crime,Drama",tt1555149,8.0,75071
Colombiana,TriS,36700000.0,24300000,2011,tt1657507,Colombiana,Colombiana,2011,108.0,"Action,Drama,Thriller",tt1657507,6.4,87659
